license_number,business_name,dba_name,dba_registration_city,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,county,county_lat,county_long,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,license_type,application_status,lic_status,approved_license_type,priority_applicant_type,cultivation_environment,cultivation_tier,establishment_activities,establishment_cultivation_environment,square_footage_establishment,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,CNB_DATE_OF_FINAL_LICENSURE-1,LIC_START_DATE,LIC_EXPIRATION_DATE,COMMENCE_OPERATIONS_DATE,CCCUpdateDate
MC282508,"Legal Greens, LLC","Legal Greens, LLC",Brockton,93 Pleasant st,,Brockton,MA,02301,42.086118,-71.022462,Plymouth,41.978877,-70.818958,93 Pleasant St,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.022462 42.0861179),71 Legion Pkwy,suite 25,Brockton,MA,02301,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,Indoor,"Tier 01: up to 5,000 square feet",,,5000,11/23/2019,10/15/2021,1/20/2022,,4/12/2022,4/12/2023,,12/19/2022
MP281831,"Legal Greens, LLC",,,93 Pleasant Street,,Brockton,MA,02301,42.086118,-71.022462,Plymouth,41.978877,-70.818958,93 Pleasant St,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.022462 42.0861179),71 Legion Pkwy,suite 25,Brockton,MA,02301,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,Economic Empowerment Priority,,,,,5000,1/24/2020,10/15/2021,1/20/2022,,,,,12/19/2022
MC281565,"LMCC, LLC",,,30 Sherwood Drive,,Taunton,MA,02780,41.896308,-71.085898,Bristol,41.778329,-71.102131,30 Sherwood drive,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.085898 41.8963079),"8 Bartlett Way, unit 4",,Waltham,MA,02452,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,15000,6/22/2018,1/21/2022,4/7/2022,,,,,12/19/2022
MR282796,"LMCC, LLC",,Taunton,93 County Street,,Taunton,MA,02780,41.89565,-71.079373,Bristol,41.778329,-71.102131,93 County Street,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.079373 41.8956500),"8 Bartlett Way, unit 4",,Waltham,MA,02452,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1800,6/19/2019,3/5/2020,5/8/2020,,12/8/2022,1/21/2024,,12/19/2022
MP282039,"LMCC, LLC",,,30 Sherwood Drive,,Taunton,MA,02780,41.896308,-71.085898,Bristol,41.778329,-71.102131,30 Sherwood Drive,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.085898 41.8963079),16 Holden Road,,Belmont,MA,02478,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,17500,2/22/2021,1/21/2022,4/7/2022,,,,,12/19/2022
MR282885,"LMCC, LLC",,,128 Myricks Street,,Berkley,MA,02779,41.838788,-71.014369,Bristol,41.778329,-71.102131,128 Myricks Street,,Berkley,MA,02779,POINT (-71.102131 41.778329),POINT (-71.014369 41.8387880),8 Bartlett Way,,Waltham,MA,02452,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2880,7/24/2019,5/22/2020,7/9/2020,,12/8/2022,1/21/2024,,12/19/2022
MC283288,"MassBiotics, Inc.",,,35 Armory Street,,Worcester,MA,01603,42.247052,-71.813588,Worcester,42.329642,-71.840209,35 Armory Street,,Worcester,MA,01603,POINT (-71.840209 42.329642),POINT (-71.813587 42.2470519),35 Armory Street,,Worcester,MA,01603,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,23000,1/8/2021,2/26/2021,5/13/2021,,,,,12/19/2022
MP282017,"MassBiotics, Inc.",,,35 Armory Street,,Worcester,MA,01603,42.247052,-71.813588,Worcester,42.329642,-71.840209,35 Armory Street,,Worcester,MA,01603,POINT (-71.840209 42.329642),POINT (-71.813587 42.2470519),35 Armory Street,,Worcester,MA,01603,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,30000,1/19/2021,4/9/2021,7/15/2021,,,,,12/19/2022
MC281488,"MassGrow, LLC",,,134 Chestnut Hill Avenue,,Athol,MA,01331,42.596392,-72.222183,Worcester,42.329642,-71.840209,125 Cambridgepark Drive,#301,Cambridge,MA,02140,POINT (-71.840209 42.329642),POINT (-72.222183 42.5963920),125 Cambridgepark Drive,#301,Cambridge,MA,02140,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,360000,5/27/2018,1/30/2019,5/30/2019,11/7/2019,8/11/2022,8/12/2023,3/9/2020,12/19/2022
MP281460,"MassGrow, LLC",,,134 Chestnut Hill Avenue,,Athol,MA,01331,42.596392,-72.222183,Worcester,42.329642,-71.840209,125 Cambridgepark Drive,#301,Cambridge,MA,02140,POINT (-71.840209 42.329642),POINT (-72.222183 42.5963920),125 Cambridgepark Drive,#301,Cambridge,MA,02140,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,360000,8/10/2018,4/18/2019,5/30/2019,10/13/2022,8/11/2022,8/12/2023,11/21/2022,12/19/2022
MC282059,"Mederi, Inc.",,,44 Boynton Road,,Holliston,MA,01746,42.162393,-71.462297,Middlesex,42.459085,-71.275566,44 Boynton Road,,Holliston,MA,01746,POINT (-71.275566 42.459085),POINT (-71.462297 42.1623930),44 Boynton Road,,Holliston,MA,01746,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,15580,3/28/2019,2/27/2020,5/8/2020,2/11/2021,5/12/2022,6/19/2023,10/27/2021,12/19/2022
MP281806,"Mederi, Inc.",,Holliston,44 Boynton Road,,Holliston,MA,01746,42.162393,-71.462297,Middlesex,42.459085,-71.275566,44 Boynton Road,,Holliston,MA,01746,POINT (-71.275566 42.459085),POINT (-71.462297 42.1623930),44 Boynton Road,,Holliston,MA,01746,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,15580,12/2/2019,12/10/2021,4/7/2022,,5/19/2022,5/19/2023,,12/19/2022
MC282775,New England Regional Dispensary LLC,,,34 Cross Road,,Clarksburg,MA,01247,42.715822,-73.079824,Berkshire,42.396128,-73.209889,34 Cross Road,,Clarksburg,MA,01247,POINT (-73.209889 42.396128),POINT (-73.079824 42.7158220),65 Furnace St,,North Adams,MA,01247,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,12000,4/29/2020,12/10/2020,2/11/2021,,7/14/2022,7/14/2023,,12/19/2022
MR284607,New England Regional Dispensary LLC,,Not Applicable,34 Cross Road,,Clarksburg,MA,01247,42.715822,-73.079824,Berkshire,42.396128,-73.209889,34 Cross Road,,Clarksburg,MA,01247,POINT (-73.209889 42.396128),POINT (-73.079824 42.7158220),65 Furnace St,,North Adams,MA,01247,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,12000,3/7/2022,8/5/2022,9/19/2022,,10/3/2022,10/3/2023,,12/19/2022
MR282516,Nova Farms LLC,,,1137 Worcester Road,,Framingham,MA,01701,42.299387,-71.443947,Middlesex,42.459085,-71.275566,34 Extension Street,,Attleboro,MA,02703,POINT (-71.275566 42.459085),POINT (-71.443946 42.2993870),34 Extension Street,,Attleboro,MA,02703,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,3092,3/24/2019,6/12/2020,9/10/2020,1/14/2021,8/11/2022,9/10/2023,2/4/2021,12/19/2022
MP281733,"OBCC, LLC",,Pittsfield,74 Downing Parkway,,Pittsfield,MA,01201,42.460898,-73.197677,Berkshire,42.396128,-73.209889,74 Downing Parkway,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.197676 42.460898),PO Box 2189,,Pittsfield,MA,01202,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,37000,7/22/2019,2/7/2022,6/9/2022,,9/6/2022,9/6/2023,,12/19/2022
MC283643,"OBCC, LLC",,Not Applicable,74 Downing Parkway,,Pittsfield,MA,01201,42.460898,-73.197677,Berkshire,42.396128,-73.209889,74 Downing Parkway,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.197676 42.460898),PO Box 2189,,Pittsfield,MA,01202,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,37086,11/9/2021,5/20/2022,7/14/2022,,,,,12/19/2022
MP281383,"PHA Industries, Inc.",,,154 Quabbin Blvd,,Orange,MA,01364,42.569555,-72.301612,Franklin,42.587072,-72.573941,153 Quabbin Blvd,,Orange,MA,01364,POINT (-72.573941 42.587072),POINT (-72.301612 42.5695550),153 Quabbin Blvd,,Orange,MA,01364,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,10000,6/5/2018,4/15/2020,6/4/2020,7/15/2021,5/12/2022,6/12/2023,8/6/2021,12/19/2022
MC281411,"Pure Industries, Inc.",Smyth Cannabis Co.,,181 Stedman Street,Unit 14,Lowell,MA,01851,42.624855,-71.352614,Middlesex,42.459085,-71.275566,181 Stedman Street,Unit 14,Lowell,MA,01851,POINT (-71.275566 42.459085),POINT (-71.352614 42.6248549),181 Stedman Street,Unit 14,Lowell,MA,01851,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,14763,5/8/2018,12/30/2019,3/5/2020,1/14/2021,2/10/2022,3/5/2023,6/16/2021,12/19/2022
MP281746,"Pure Industries, Inc.",Smyth Cannabis Co.,,181 Stedman St,Unit 14,Lowell,MA,01851,42.624855,-71.352614,Middlesex,42.459085,-71.275566,181 Stedman Street,Unit 14,Lowell,MA,01851,POINT (-71.275566 42.459085),POINT (-71.352614 42.6248549),181 Stedman Street,Unit 14,Lowell,MA,01851,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,14763,8/19/2019,7/23/2020,9/10/2020,,8/11/2022,9/14/2023,,12/19/2022
MP281857,Rasta Rootz LLC,,Not Applicable,374 West Street,Unit B,Uxbridge,MA,01569,42.058913,-71.666886,Worcester,42.329642,-71.840209,112 Winter St.,,Hanson,MA,02341,POINT (-71.840209 42.329642),POINT (-71.666886 42.0589129),112 Winter St.,,Hanson,MA,02341,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,25000,3/16/2020,4/25/2022,6/9/2022,,7/7/2022,7/7/2023,,12/19/2022
MC283716,Rasta Rootz LLC,,Not Applicable,374 West Street,Unit B,Uxbridge,MA,01569,42.058913,-71.666886,Worcester,42.329642,-71.840209,112 Winter St.,,Hanson,MA,02341,POINT (-71.840209 42.329642),POINT (-71.666886 42.0589129),112 Winter St.,,Hanson,MA,02341,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,25000,3/24/2022,4/25/2022,6/9/2022,,7/6/2022,7/6/2023,,12/19/2022
MP281646,RC Cultivation LLC,Red Cardinal,,30 Pullman Street,,Worcester,MA,01606,42.321794,-71.796901,Worcester,42.329642,-71.840209,30 Pullman Street,,Worcester,MA,01606,POINT (-71.840209 42.329642),POINT (-71.796901 42.3217939),200 Pratt Street,,Meriden,CT,06450,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,125000,4/11/2019,12/31/2019,3/5/2020,,2/10/2022,3/12/2023,,12/19/2022
MC281683,RC Cultivation LLC,Red Cardinal,,30 Pullman Street,,Worcester,MA,01606,42.321794,-71.796901,Worcester,42.329642,-71.840209,30 Pullman Street,,Worcester,MA,01606,POINT (-71.840209 42.329642),POINT (-71.796901 42.3217939),200 Pratt Street,,Meriden,CT,06450,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,125000,8/21/2018,12/31/2019,3/5/2020,,2/10/2022,3/12/2023,,12/19/2022
MC282664,"Revolution Greencare, LLC",,,30 Buckley Boulevard,,Chicopee,MA,01020,42.193895,-72.597802,Hampden,42.12756,-72.571312,30 Buckley Blvd,,Chicopee,MA,01020,POINT (-72.571312 42.12756),POINT (-72.597802 42.1938949),30 Buckley Blvd,,Chicopee,MA,01020,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,65000,2/26/2020,11/15/2021,2/14/2022,,,,,12/19/2022
MP281847,"Revolution Greencare, LLC",,,30 Buckley Blvd.,,Chicopee,MA,01020,42.193895,-72.597802,Hampden,42.12756,-72.571312,30 Buckley Blvd,,Chicopee,MA,01020,POINT (-72.571312 42.12756),POINT (-72.597802 42.1938949),30 Buckley Blvd,,Chicopee,MA,01020,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,2000,2/26/2020,12/10/2021,2/14/2022,,,,,12/19/2022
MR283227,"Revolution Greencare, LLC",,,30 Buckley Blvd,,Chicopee,MA,01020,42.193895,-72.597802,Hampden,42.12756,-72.571312,30 Buckley Blvd,,Chicopee,MA,01020,POINT (-72.571312 42.12756),POINT (-72.597802 42.1938949),30 Buckley Blvd,,Chicopee,MA,01020,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,1550,1/10/2020,12/3/2021,2/14/2022,,,,,12/19/2022
MC282001,Royal Sun Farm LLC,,,69 Gardner Rd,,Hubbardston,MA,01452,42.495339,-72.01212,Worcester,42.329642,-71.840209,69 Gardner Rd,,Hubbardston,MA,01452,POINT (-71.840209 42.329642),POINT (-72.012119 42.4953390),PO Box 353,,Belmont,MA,02478,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Outdoor,"Tier 06: 40,001 to 50,000 sq. ft",,,140000,2/21/2019,2/5/2021,3/11/2021,9/17/2021,6/9/2022,6/17/2023,11/10/2022,12/19/2022
MC281430,Royalston Farm LLC,,Royalston,130 South Royalston Road,,Royalston,MA,01368,42.658288,-72.158487,Worcester,42.329642,-71.840209,130 South Royalston Road,,Royalston,MA,01368,POINT (-71.840209 42.329642),POINT (-72.158486 42.6582879),160 South Royalston Road,,Royalston,MA,01368,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,20000,5/12/2018,11/1/2019,1/16/2020,,1/20/2022,2/18/2023,,12/19/2022
MP281544,Royalston Farm LLC,,,130 South Royalston Road,,Royalston,MA,01368,42.658288,-72.158487,Worcester,42.329642,-71.840209,130 South Royalston Road,,Royalston,MA,01368,POINT (-71.840209 42.329642),POINT (-72.158486 42.6582879),130 South Royalston Road,,Royalston,MA,01368,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,20000,11/27/2018,11/1/2019,1/16/2020,,6/9/2022,7/15/2023,,12/19/2022
MC282065,Royalston Farm LLC,,,1 Valley Drive,,Templeton,MA,01438,42.574456,-72.020172,Worcester,42.329642,-71.840209,1 Valley Drive,,Templeton,MA,01438,POINT (-71.840209 42.329642),POINT (-72.020172 42.5744559),130 South Royalston Road,,Royalston,MA,01368,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,14000,3/29/2019,12/16/2019,3/5/2020,,1/20/2022,1/21/2023,,12/19/2022
MP281633,Royalston Farm LLC,,,1 Valley Drive,,Templeton,MA,01438,42.574456,-72.020172,Worcester,42.329642,-71.840209,1 Valley Drive,,Templeton,MA,01438,POINT (-71.840209 42.329642),POINT (-72.020172 42.5744559),130 South Royalston Road,,Royalston,MA,01368,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,14000,3/29/2019,12/16/2019,3/5/2020,,1/20/2022,1/22/2023,,12/19/2022
MR282088,"Royalty Group, LLC",Tree Star,Boston,425 Middlesex Rd.,,Tyngsborough,MA,01879,42.696642,-71.438062,Middlesex,42.459085,-71.275566,279 Tremont St.,,Boston,MA,02116,POINT (-71.275566 42.459085),POINT (-71.438062 42.6966419),279 Tremont St.,,Boston,MA,02116,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,4500,11/26/2018,2/20/2020,4/9/2020,,7/1/2020,8/14/2021,,12/19/2022
MC283240,"Royalty Group, LLC",Tree Star,Boston,5 Middlesex Rd.,,Tyngsborough,MA,01879,42.653501,-71.400227,Middlesex,42.459085,-71.275566,279 Tremont St.,,Boston,MA,02116,POINT (-71.275566 42.459085),POINT (-71.400227 42.6535009),279 Tremont St.,,Boston,MA,02116,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,18000,12/14/2020,4/2/2021,6/22/2021,,,,,12/19/2022
MC282179,"Sama Productions, LLC",,Alford,42 South Main Street,,Sandisfield,MA,01255,42.075895,-73.063928,Berkshire,42.396128,-73.209889,42 South Main Street,,Sandisfield,MA,01255,POINT (-73.209889 42.396128),POINT (-73.063928 42.0758950),28 Priscilla Avenue,,Yonkers,NY,10710,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,99000,5/31/2019,1/14/2022,3/10/2022,,6/15/2022,6/15/2023,,12/19/2022
MP281686,"Sama Productions, LLC",,,42 South Main Street,,Sandisfield,MA,01255,42.075895,-73.063928,Berkshire,42.396128,-73.209889,42 South Main Street,,Sandisfield,MA,01255,POINT (-73.209889 42.396128),POINT (-73.063928 42.0758950),28 Priscilla Avenue,,Yonkers,NY,10710,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,100000,6/1/2019,1/14/2022,3/10/2022,,6/15/2022,6/15/2023,,12/19/2022
MR282449,SAN Holdings LLC,,Taunton,0 Hart Street (Raw Land) (Assessor's Parcel 94-151),No Current Official address (To be updated),Taunton,MA,02780,41.884728,-71.067585,Bristol,41.778329,-71.102131,21 Second Street,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.067584 41.8847280),21 Second Street,,Taunton,MA,02780,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,5000,2/27/2019,4/9/2021,6/22/2021,,7/1/2021,7/1/2022,,12/19/2022
MC282372,SAN Holdings LLC,,,0 Hart Street (Raw Land) (Assessor's Parcel 94-151),No Current Official address (To be updated),Taunton,MA,02780,41.884728,-71.067585,Bristol,41.778329,-71.102131,21 Second Street,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.067584 41.8847280),21 Second Street,,Taunton,MA,02780,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,10000,9/4/2019,4/9/2021,6/22/2021,,6/28/2021,6/28/2022,,12/19/2022
MC281359,"Silver Therapeutics, Inc.",,,158 Gov. Dukakis Dr.,,Orange,MA,01364,42.59721,-72.3032,Franklin,42.587072,-72.573941,"82 Wendell Ave, Suite 100",,Pittsfield,MA,01201,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),89 Court Street,,Saratoga Springs,NY,12866,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,20000,5/2/2018,7/5/2018,12/14/2018,,11/10/2022,1/22/2024,,12/19/2022
MP281331,"Silver Therapeutics, Inc.",,,158 Gov. Dukakis Dr.,,Orange,MA,01364,42.59721,-72.3032,Franklin,42.587072,-72.573941,158 Gov. Dukakis Dr.,,Orange,MA,01364,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),89 Court Street,,Saratoga Springs,NY,12866,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,20000,5/2/2018,4/16/2019,7/18/2019,,9/15/2022,9/24/2023,,12/19/2022
MC282461,"Silver Therapeutics, Inc.",,,717-721 American Legion Highway,,Boston,MA,02131,42.28318,-71.114194,Suffolk,42.334948,-71.073493,82 Wendell Ave,Suite 100,Pittsfield,MA,01201,POINT (-71.073493 42.334948),POINT (-71.114193 42.2831800),89 Court Street,,Saratoga Springs,NY,12866,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,Indoor,"Tier 01: up to 5,000 square feet",,,7245,10/23/2019,7/7/2020,9/10/2020,,10/13/2022,10/14/2023,,12/19/2022
MR281271,"Silver Therapeutics, Inc.",,,238 Main Street,,Williamstown,MA,01267,42.702612,-73.184549,Berkshire,42.396128,-73.209889,"82 Wendell Ave, Suite 100",,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.184549 42.7026120),89 Court Street,,Saratoga Springs,NY,12866,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,708,4/18/2018,7/5/2018,12/14/2018,3/7/2019,1/20/2022,1/22/2023,4/17/2019,12/19/2022
MR281910,"Silver Therapeutics, Inc.",Orange Cannabis Company,Orange,5 South Main Street,,Orange,MA,01364,42.590627,-72.309389,Franklin,42.587072,-72.573941,"82 Wendell Ave, Suite 100",,Pittsfield,MA,01201,POINT (-72.573941 42.587072),POINT (-72.309388 42.5906269),89 Court St,,Saratoga Springs,NY,12866,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,2000,9/20/2018,2/14/2019,4/4/2019,5/7/2020,4/7/2022,4/26/2023,6/29/2020,12/19/2022
MR283074,"Silver Therapeutics, Inc.",,,717-721 American Legion Highway,,Boston,MA,02121,42.28318,-71.114194,Suffolk,42.334948,-71.073493,82 Wendell Ave,Suite 100,Pittsfield,MA,01201,POINT (-71.073493 42.334948),POINT (-71.114193 42.2831800),89 Court Street,,Saratoga Springs,NY,12866,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,7245,10/23/2019,7/7/2020,9/10/2020,,10/13/2022,10/14/2023,,12/19/2022
MP281779,"Silver Therapeutics, Inc.",,,717-721 American Legion Highway,,Boston,MA,02121,42.28318,-71.114194,Suffolk,42.334948,-71.073493,82 Wendell Ave,Suite 100,Pittsfield,MA,01201,POINT (-71.073493 42.334948),POINT (-71.114193 42.2831800),89 Court Street,,Saratoga Springs,NY,12866,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,7245,10/23/2019,7/7/2020,9/10/2020,,10/13/2022,10/14/2023,,12/19/2022
MR281817,"Solar Therapeutics, Inc.",Solar Cannabis Co.,,1400 Brayton Point Road,,Somerset,MA,02725,41.729049,-71.17291,Bristol,41.778329,-71.102131,1400 Brayton Point Rd,,SOMERSET,MA,02725,POINT (-71.102131 41.778329),POINT (-71.172910 41.7290490),1400 Brayton Point Rd,,SOMERSET,MA,02725,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,66000,8/20/2018,4/17/2019,5/30/2019,8/8/2019,5/12/2022,6/3/2023,8/29/2019,12/19/2022
MP281464,"Solar Therapeutics, Inc.",,,1400 Brayton Point Road,,Somerset,MA,02725,41.729049,-71.17291,Bristol,41.778329,-71.102131,1400 Brayton Point Rd,,Somerset,MA,02725,POINT (-71.102131 41.778329),POINT (-71.172910 41.7290490),1400 Brayton Point Rd,,Somerset,MA,02725,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,66000,8/20/2018,4/17/2019,5/30/2019,2/6/2020,9/15/2022,9/24/2023,6/29/2020,12/19/2022
MC281592,"Solar Therapeutics, Inc.",,Boston,1400 Brayton Point Road,,Somerset,MA,02725,41.729049,-71.17291,Bristol,41.778329,-71.102131,1400 Brayton Point Road,,Somerset,MA,02725,POINT (-71.102131 41.778329),POINT (-71.172910 41.7290490),1400 Brayton Point Road,,Somerset,MA,02725,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,66000,7/6/2018,11/26/2018,1/24/2019,11/7/2019,3/10/2022,3/11/2023,6/29/2020,12/19/2022
MR282731,"Solar Therapeutics, Inc.",Solar Cannabis Co.,Somerset,493 Faunce Corner Road,,Dartmouth,MA,02747,41.670245,-70.991176,Bristol,41.778329,-71.102131,493 Faunce Corner Road,,Dartmouth,MA,02747,POINT (-71.102131 41.778329),POINT (-70.991175 41.6702450),1400 Brayton Point Rd,,SOMERSET,MA,02725,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,4900,5/24/2019,6/10/2022,9/16/2022,,9/28/2022,9/28/2023,,12/19/2022
MR282948,"Solar Therapeutics, Inc.",Solar Cannabis Co.,,1735 Fall River Avenue,,Seekonk,MA,02771,41.783005,-71.305816,Bristol,41.778329,-71.102131,1400 Brayton Point Rd.,,Somerset,MA,02725,POINT (-71.102131 41.778329),POINT (-71.305815 41.7830050),1400 Brayton Point Rd,,Somerset,MA,02725,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1650,8/21/2019,5/22/2020,8/6/2020,11/18/2021,9/15/2022,9/16/2023,12/3/2021,12/19/2022
